time,latitude,longitude,depth,mag,place
2023-12-04T04:59:01.651Z,8.879,126.666,55.451,5.3,"39 km E of Aras-asan, Philippines"
2023-12-04T04:52:27.049Z,-8.2728,157.0078,10.0,4.3,"26 km SE of Gizo, Solomon Islands"
2023-12-04T04:45:38.862Z,-8.337,119.492,192.476,4.3,"27 km N of Komodo, Indonesia"
2023-12-04T04:43:49.261Z,8.3955,126.8925,65.809,5.1,"56 km ENE of Barcelona, Philippines"
2023-12-04T04:32:29.894Z,8.6628,126.5432,60.201,4.3,"31 km ESE of Marihatag, Philippines"
2023-12-04T04:21:23.420Z,8.6584,127.3283,10.0,4.8,"112 km ENE of Barcelona, Philippines"
2023-12-04T04:17:23.815Z,8.8321,126.7554,46.818,5.3,"49 km E of Aras-asan, Philippines"
2023-12-04T04:12:01.156Z,8.7802,127.271,10.0,4.2,"106 km E of Aras-asan, Philippines"
2023-12-04T04:05:50.045Z,3.541,126.8943,35.0,4.3,"235 km NNW of Tobelo, Indonesia"
2023-12-04T03:49:14.221Z,8.7488,126.5107,42.785,4.5,"24 km ESE of Marihatag, Philippines"
2023-12-04T03:39:29.106Z,7.72,126.642,95.074,4.5,"10 km ENE of Kinablangan, Philippines"
2023-12-04T03:28:46.006Z,74.9074,110.8599,10.0,4.3,"near the coast of central Siberia, Russia"
2023-12-04T03:08:51.639Z,8.6706,126.7952,59.701,4.5,"56 km ESE of Marihatag, Philippines"
2023-12-04T03:08:01.317Z,-30.3706,-177.8092,42.637,4.7,"Kermadec Islands, New Zealand"
2023-12-04T02:59:00.438Z,8.4247,126.6669,62.584,4.3,"37 km E of Hinatuan, Philippines"
2023-12-04T02:45:33.862Z,31.4463,139.6848,10.0,4.4,"Izu Islands, Japan region"
2023-12-04T02:38:18.667Z,8.5649,126.7867,58.768,5.2,"54 km ENE of Hinatuan, Philippines"
2023-12-04T02:34:47.559Z,16.8144,-60.6949,29.675,4.3,"69 km NE of Beauséjour, Guadeloupe"
2023-12-04T02:32:38.647Z,8.7959,126.2415,86.202,4.2,"6 km W of Marihatag, Philippines"
2023-12-04T02:19:50.365Z,8.6371,126.2272,106.562,4.4,"8 km SSE of Salvacion, Philippines"
2023-12-04T02:11:57.805Z,8.5389,126.6466,103.168,4.8,"39 km ENE of Hinatuan, Philippines"
2023-12-04T02:11:04.909Z,8.4825,126.7738,71.731,5.0,"49 km ENE of Hinatuan, Philippines"
2023-12-04T01:51:09.184Z,8.5839,126.7206,19.883,4.2,"48 km ENE of Hinatuan, Philippines"
2023-12-04T01:50:15.920Z,19.9928,144.7154,201.739,4.4,"Maug Islands region, Northern Mariana Islands"
2023-12-04T01:36:02.838Z,8.9354,126.4596,58.633,4.3,"17 km ENE of Aras-asan, Philippines"
2023-12-04T01:32:16.569Z,8.3664,127.1768,10.0,4.6,"84 km ENE of Barcelona, Philippines"
2023-12-04T01:17:35.890Z,8.5144,126.7897,70.926,4.4,"52 km ENE of Hinatuan, Philippines"
2023-12-04T01:07:50.505Z,8.4547,126.8072,66.391,5.5,"52 km NE of Barcelona, Philippines"
2023-12-04T01:06:40.143Z,8.5406,126.5985,35.0,4.5,"34 km ENE of Hinatuan, Philippines"
2023-12-04T01:05:53.712Z,7.6397,127.1161,10.0,4.3,"61 km E of Baganga, Philippines"
2023-12-04T01:00:36.739Z,8.8796,126.5209,49.628,4.5,"23 km E of Aras-asan, Philippines"
2023-12-04T00:55:23.811Z,8.8642,126.6775,35.0,4.3,"40 km E of Aras-asan, Philippines"
2023-12-04T00:49:46.907Z,-24.4803,-69.251,76.932,4.2,"148 km SE of Antofagasta, Chile"
2023-12-04T00:44:26.400Z,8.8958,126.5411,49.396,4.9,"25 km E of Aras-asan, Philippines"
2023-12-04T00:39:02.759Z,8.1051,126.7847,50.963,4.8,"39 km E of Barcelona, Philippines"
2023-12-04T00:36:08.606Z,8.4667,126.61,57.53,4.4,"32 km ENE of Hinatuan, Philippines"
2023-12-03T23:57:48.381Z,8.5228,126.3419,35.0,4.4,"11 km E of Gamut, Philippines"
2023-12-03T23:25:12.213Z,8.4018,126.758,58.845,5.1,"44 km NE of Barcelona, Philippines"
2023-12-03T23:23:47.588Z,9.098,126.7735,47.473,4.5,"55 km ENE of Aras-asan, Philippines"
2023-12-03T23:16:16.451Z,8.3619,126.8616,35.0,4.6,"52 km ENE of Barcelona, Philippines"
2023-12-03T23:15:12.419Z,8.2419,126.5865,59.581,4.3,"19 km ENE of Barcelona, Philippines"
2023-12-03T22:55:09.529Z,9.0829,126.6061,35.0,4.5,"38 km ENE of Bacolod, Philippines"
2023-12-03T22:42:17.814Z,8.7045,126.9358,35.0,5.1,"71 km E of Marihatag, Philippines"
2023-12-03T22:38:51.018Z,8.6492,126.9694,43.447,4.5,"76 km ESE of Marihatag, Philippines"
2023-12-03T22:31:40.681Z,8.5035,126.485,80.377,4.2,"22 km NE of Hinatuan, Philippines"
2023-12-03T22:30:04.554Z,8.7493,126.6833,49.421,4.5,"43 km E of Marihatag, Philippines"
2023-12-03T22:23:17.040Z,19.2387,145.4432,174.987,4.7,"Maug Islands region, Northern Mariana Islands"
2023-12-03T22:20:32.282Z,8.5619,126.7744,54.692,4.8,"52 km ENE of Hinatuan, Philippines"
2023-12-03T22:12:37.953Z,8.5686,126.9342,54.947,4.4,"69 km ENE of Hinatuan, Philippines"
2023-12-03T22:08:22.269Z,31.5297,139.6706,10.0,4.9,"Izu Islands, Japan region"
2023-12-03T22:08:05.521Z,8.7443,126.4046,80.093,4.5,"13 km ESE of Marihatag, Philippines"
2023-12-03T22:06:22.496Z,8.662,126.7648,59.858,4.5,"53 km ESE of Marihatag, Philippines"
2023-12-03T22:05:48.236Z,45.5417,26.3762,138.84,4.6,"7 km NNW of Gura Teghii, Romania"
2023-12-03T21:57:11.415Z,8.9968,126.397,59.477,4.5,"13 km ENE of Bacolod, Philippines"
2023-12-03T21:55:57.355Z,8.7812,127.1924,10.0,4.4,"97 km E of Aras-asan, Philippines"
2023-12-03T21:53:10.615Z,8.0022,126.9929,35.0,4.2,"59 km NE of Kinablangan, Philippines"
2023-12-03T21:47:38.586Z,8.8699,126.5502,63.759,4.6,"26 km E of Aras-asan, Philippines"
2023-12-03T21:43:38.401Z,8.7398,126.8062,24.222,5.4,"56 km E of Marihatag, Philippines"
2023-12-03T21:35:43.744Z,8.2052,126.9057,52.995,4.4,"52 km E of Barcelona, Philippines"
2023-12-03T21:32:12.302Z,8.5603,126.8658,53.566,4.2,"62 km ENE of Hinatuan, Philippines"
2023-12-03T21:08:17.245Z,8.2405,126.8713,58.302,4.7,"49 km E of Barcelona, Philippines"
2023-12-03T21:06:36.173Z,8.4456,126.7759,61.025,4.5,"49 km NE of Barcelona, Philippines"
2023-12-03T21:05:16.926Z,8.8496,126.3183,64.696,4.4,"4 km S of Aras-asan, Philippines"
2023-12-03T21:02:37.002Z,6.4937,127.2819,9.77,4.5,"110 km ESE of Tarragona, Philippines"
2023-12-03T20:52:44.367Z,9.0022,126.9853,10.0,4.4,"75 km E of Aras-asan, Philippines"
2023-12-03T20:30:19.781Z,8.9031,126.4867,47.433,5.3,"19 km E of Aras-asan, Philippines"
2023-12-03T20:27:49.515Z,8.9885,126.5953,61.859,4.7,"33 km ENE of Aras-asan, Philippines"
2023-12-03T20:20:13.225Z,-14.9774,168.201,10.0,4.5,"121 km E of Port-Olry, Vanuatu"
2023-12-03T20:18:53.465Z,8.9241,126.6255,62.425,5.0,"34 km E of Aras-asan, Philippines"
2023-12-03T20:15:08.961Z,8.7108,126.4404,34.474,4.4,"18 km ESE of Marihatag, Philippines"
2023-12-03T20:13:31.213Z,9.0619,126.6963,84.261,4.5,"46 km ENE of Aras-asan, Philippines"
2023-12-03T20:10:19.177Z,8.8346,126.6593,67.691,4.9,"38 km E of Aras-asan, Philippines"
2023-12-03T20:03:12.970Z,8.5581,126.6507,77.572,4.8,"40 km ENE of Hinatuan, Philippines"
2023-12-03T19:49:35.739Z,8.9705,126.6121,20.0,6.9,"34 km ENE of Aras-asan, Philippines"
2023-12-03T19:47:20.396Z,8.7517,127.3971,10.0,4.4,"120 km E of Aras-asan, Philippines"
2023-12-03T19:37:24.507Z,8.5869,126.8123,69.349,4.0,"57 km ENE of Hinatuan, Philippines"
2023-12-03T19:14:54.619Z,8.8544,126.5721,65.775,4.8,"28 km E of Aras-asan, Philippines"
2023-12-03T19:11:01.928Z,-58.7806,-25.2882,33.827,5.2,South Sandwich Islands region
2023-12-03T19:03:14.535Z,8.5798,126.586,69.598,4.7,"36 km NE of Hinatuan, Philippines"
2023-12-03T18:59:22.322Z,8.9629,126.4471,57.177,4.9,"17 km ENE of Aras-asan, Philippines"
2023-12-03T18:47:53.781Z,8.3947,126.7763,59.822,4.5,"45 km NE of Barcelona, Philippines"
2023-12-03T18:29:44.806Z,8.5013,126.769,56.488,4.8,"49 km ENE of Hinatuan, Philippines"
2023-12-03T18:22:23.057Z,32.2829,69.8057,44.594,4.5,"22 km E of Wana, Pakistan"
2023-12-03T18:11:20.290Z,8.8674,126.5348,59.088,5.1,"24 km E of Aras-asan, Philippines"
2023-12-03T18:07:58.873Z,8.4958,126.6581,58.924,4.8,"38 km ENE of Hinatuan, Philippines"
2023-12-03T18:06:52.447Z,8.6138,126.9669,42.295,4.5,"74 km ENE of Hinatuan, Philippines"
2023-12-03T17:50:10.111Z,8.9,126.6558,55.451,4.6,"37 km E of Aras-asan, Philippines"
2023-12-03T17:38:10.692Z,8.5214,126.8431,57.556,4.2,"58 km ENE of Hinatuan, Philippines"
2023-12-03T17:24:09.398Z,8.8159,126.6932,47.342,4.6,"42 km E of Aras-asan, Philippines"
2023-12-03T17:23:43.869Z,8.793,126.8114,61.228,4.3,"56 km E of Aras-asan, Philippines"
2023-12-03T17:09:15.343Z,8.4856,126.8515,65.636,4.6,"58 km ENE of Hinatuan, Philippines"
2023-12-03T17:03:55.525Z,13.2133,-90.505,59.264,4.3,"82 km SSE of Iztapa, Guatemala"
2023-12-03T17:01:50.716Z,8.531,126.7048,60.007,5.0,"44 km ENE of Hinatuan, Philippines"
2023-12-03T16:31:58.883Z,8.9043,126.6454,74.909,4.4,"36 km E of Aras-asan, Philippines"
2023-12-03T16:27:40.346Z,8.324,126.4789,84.704,4.5,"15 km E of Tidman, Philippines"
2023-12-03T15:42:52.284Z,8.4701,126.7892,59.105,4.6,"51 km ENE of Hinatuan, Philippines"
2023-12-03T15:39:37.467Z,8.7281,126.7169,47.181,4.8,"47 km E of Marihatag, Philippines"
2023-12-03T15:37:05.734Z,8.7785,127.1087,10.0,4.1,"88 km E of Aras-asan, Philippines"
2023-12-03T15:26:32.519Z,8.5647,126.7204,61.703,4.7,"47 km ENE of Hinatuan, Philippines"
2023-12-03T15:19:20.571Z,8.2875,126.5697,77.353,4.3,"20 km NE of Barcelona, Philippines"
2023-12-03T14:54:09.941Z,8.2957,126.689,73.552,5.1,"31 km ENE of Barcelona, Philippines"
2023-12-03T14:51:35.144Z,8.7138,127.0059,10.0,4.5,"78 km E of Marihatag, Philippines"
2023-12-03T14:50:51.799Z,8.775,127.0454,10.0,4.5,"81 km E of Aras-asan, Philippines"
2023-12-03T14:45:39.077Z,8.7331,127.0897,35.0,4.5,"87 km ESE of Aras-asan, Philippines"
2023-12-03T14:41:44.362Z,-31.7813,-67.102,126.316,4.3,"112 km E of Caucete, Argentina"
2023-12-03T14:39:17.990Z,19.5769,-68.4215,123.0,4.08,"92 km NE of Miches, Dominican Republic"
2023-12-03T14:38:35.616Z,8.6927,126.7887,54.816,5.1,"55 km ESE of Marihatag, Philippines"
2023-12-03T14:35:56.830Z,8.732,126.823,13.0,6.0,"58 km E of Marihatag, Philippines"
2023-12-03T14:30:59.541Z,8.9177,126.8897,10.0,4.6,"63 km E of Aras-asan, Philippines"
2023-12-03T14:18:54.809Z,8.4366,126.3292,72.076,4.5,"7 km N of Hinatuan, Philippines"
2023-12-03T14:02:19.715Z,8.1651,126.5208,76.799,4.5,"9 km E of Barcelona, Philippines"
2023-12-03T13:36:38.660Z,8.5165,126.729,44.421,4.4,"46 km ENE of Hinatuan, Philippines"
2023-12-03T13:22:52.126Z,8.4783,126.645,55.577,4.7,"36 km ENE of Hinatuan, Philippines"
2023-12-03T13:17:07.317Z,8.3477,126.3917,80.059,4.3,"6 km ENE of Loyola, Philippines"
2023-12-03T12:58:18.124Z,8.0486,126.7876,61.103,4.3,"38 km E of Santa Maria, Philippines"
2023-12-03T12:55:10.484Z,8.5387,126.9635,46.421,4.1,"71 km ENE of Hinatuan, Philippines"
2023-12-03T12:47:26.181Z,8.5487,126.7992,47.879,4.2,"54 km ENE of Hinatuan, Philippines"
2023-12-03T12:44:48.871Z,8.4676,126.805,56.601,5.2,"52 km ENE of Hinatuan, Philippines"
2023-12-03T12:39:36.297Z,8.6744,127.0239,28.046,5.4,"81 km E of Marihatag, Philippines"
2023-12-03T12:39:06.935Z,8.3741,126.7408,54.781,4.3,"41 km NE of Barcelona, Philippines"
2023-12-03T12:37:11.161Z,8.6449,126.9844,30.629,4.3,"77 km ENE of Hinatuan, Philippines"
2023-12-03T12:29:32.384Z,8.4205,126.8239,44.533,4.4,"51 km NE of Barcelona, Philippines"
2023-12-03T12:28:35.198Z,8.4558,126.932,58.058,4.8,"63 km ENE of Barcelona, Philippines"
2023-12-03T12:13:46.996Z,8.5042,126.8304,57.025,4.6,"56 km ENE of Hinatuan, Philippines"
2023-12-03T11:57:59.989Z,8.5352,126.8199,58.385,4.3,"56 km ENE of Hinatuan, Philippines"
2023-12-03T11:56:38.222Z,8.4828,126.5946,55.581,4.2,"31 km ENE of Hinatuan, Philippines"
2023-12-03T11:53:44.757Z,8.3849,126.7457,59.628,4.7,"42 km NE of Barcelona, Philippines"
2023-12-03T11:40:47.810Z,8.4474,126.8046,55.194,4.5,"51 km NE of Barcelona, Philippines"
2023-12-03T11:31:09.120Z,8.5428,126.9388,51.756,4.9,"69 km ENE of Hinatuan, Philippines"
2023-12-03T11:23:42.342Z,8.6244,126.6394,42.536,4.3,"42 km ESE of Marihatag, Philippines"
2023-12-03T11:20:45.102Z,8.5588,126.7579,41.613,4.4,"51 km ENE of Hinatuan, Philippines"
2023-12-03T11:19:42.414Z,8.7652,126.5561,53.002,4.4,"28 km E of Marihatag, Philippines"
2023-12-03T11:11:27.068Z,8.5376,126.6422,57.339,4.3,"38 km ENE of Hinatuan, Philippines"
2023-12-03T11:09:16.935Z,8.552,126.9245,44.271,4.4,"67 km ENE of Hinatuan, Philippines"
2023-12-03T11:08:54.709Z,8.6676,126.6196,51.186,4.2,"38 km ESE of Marihatag, Philippines"
2023-12-03T11:07:52.319Z,8.5748,126.8872,51.207,4.6,"64 km ENE of Hinatuan, Philippines"
2023-12-03T11:06:18.465Z,8.6526,127.0953,10.0,4.7,"89 km ENE of Hinatuan, Philippines"
2023-12-03T11:04:55.848Z,8.7891,126.5242,40.458,4.5,"25 km E of Marihatag, Philippines"
2023-12-03T11:03:08.996Z,8.5882,126.7552,57.835,4.5,"52 km ENE of Hinatuan, Philippines"
2023-12-03T11:01:22.580Z,8.6452,126.3184,67.011,4.6,"14 km ESE of Salvacion, Philippines"
2023-12-03T11:00:29.105Z,8.6963,126.5575,43.054,5.0,"31 km ESE of Marihatag, Philippines"
2023-12-03T10:58:38.200Z,8.8293,126.83,42.849,5.4,"57 km E of Aras-asan, Philippines"
2023-12-03T10:54:55.054Z,8.5622,126.862,36.128,5.6,"61 km ENE of Hinatuan, Philippines"
2023-12-03T10:53:05.442Z,8.2897,127.0525,39.402,5.5,"69 km ENE of Barcelona, Philippines"
2023-12-03T10:51:42.198Z,8.3758,126.5445,54.21,4.4,"23 km E of Hinatuan, Philippines"
2023-12-03T10:49:40.141Z,8.5477,126.8014,51.206,4.6,"54 km ENE of Hinatuan, Philippines"
2023-12-03T10:46:45.558Z,8.5099,126.5423,48.53,4.8,"27 km ENE of Hinatuan, Philippines"
2023-12-03T10:45:47.907Z,8.6436,126.1848,61.756,4.5,"8 km SSW of Salvacion, Philippines"
2023-12-03T10:39:23.796Z,8.5597,126.6174,45.264,5.7,"37 km ENE of Hinatuan, Philippines"
2023-12-03T10:35:52.871Z,8.488,126.7454,19.0,6.6,"47 km ENE of Hinatuan, Philippines"
2023-12-03T10:27:56.714Z,8.5029,126.3646,55.82,4.4,"13 km ESE of Gamut, Philippines"
2023-12-03T10:22:06.926Z,8.4956,126.7356,45.362,4.6,"46 km ENE of Hinatuan, Philippines"
2023-12-03T10:17:26.640Z,8.4718,126.8103,50.24,4.8,"53 km ENE of Hinatuan, Philippines"
2023-12-03T10:10:43.006Z,8.3563,126.7052,64.55,4.2,"36 km NE of Barcelona, Philippines"
2023-12-03T10:09:57.314Z,-22.5982,-66.0717,258.936,4.3,"40 km WNW of Abra Pampa, Argentina"
2023-12-03T10:00:04.901Z,8.4948,126.7657,57.013,4.6,"49 km ENE of Hinatuan, Philippines"
2023-12-03T09:55:44.966Z,8.5072,126.7495,52.305,4.6,"48 km ENE of Hinatuan, Philippines"
2023-12-03T09:48:47.433Z,8.5007,126.8224,58.223,4.9,"55 km ENE of Hinatuan, Philippines"
2023-12-03T09:45:36.849Z,8.7017,126.7225,58.011,5.0,"48 km ESE of Marihatag, Philippines"
2023-12-03T09:42:31.932Z,8.5172,126.9678,44.353,4.4,"70 km NE of Barcelona, Philippines"
2023-12-03T09:37:14.442Z,8.4004,126.8489,54.326,4.7,"52 km ENE of Barcelona, Philippines"
2023-12-03T09:22:45.332Z,8.4343,126.3347,61.637,4.2,"6 km N of Hinatuan, Philippines"
2023-12-03T09:19:58.330Z,8.3731,126.7146,53.937,4.6,"38 km NE of Barcelona, Philippines"
2023-12-03T09:12:09.191Z,8.4466,126.8908,51.73,4.5,"59 km ENE of Barcelona, Philippines"
2023-12-03T09:07:47.274Z,8.5262,126.6632,57.906,4.2,"40 km ENE of Hinatuan, Philippines"
2023-12-03T09:05:52.958Z,8.2105,126.7674,44.239,4.4,"37 km E of Barcelona, Philippines"
2023-12-03T09:03:39.627Z,8.403,126.8476,57.126,5.1,"52 km ENE of Barcelona, Philippines"
2023-12-03T09:02:37.618Z,8.2651,126.6534,54.435,4.1,"26 km ENE of Barcelona, Philippines"
2023-12-03T08:57:59.561Z,8.2729,126.881,50.57,4.5,"50 km ENE of Barcelona, Philippines"
2023-12-03T08:57:44.395Z,-6.7087,155.8486,312.962,4.5,"59 km SE of Panguna, Papua New Guinea"
2023-12-03T08:55:43.472Z,-5.4961,147.1111,187.269,4.6,"136 km N of Lae, Papua New Guinea"
2023-12-03T08:41:55.724Z,8.3892,126.6878,71.598,4.9,"37 km NE of Barcelona, Philippines"
2023-12-03T08:41:38.851Z,8.3924,126.7505,65.309,4.5,"43 km NE of Barcelona, Philippines"
2023-12-03T08:37:59.395Z,37.4528,22.1364,70.2,4.3,"5 km N of Megalópoli, Greece"
2023-12-03T08:36:26.527Z,8.0872,126.6896,78.608,4.7,"28 km ENE of Santa Maria, Philippines"
2023-12-03T08:31:21.035Z,8.1579,126.6471,59.629,4.5,"23 km E of Barcelona, Philippines"
2023-12-03T08:18:20.171Z,8.5029,126.7193,23.123,4.4,"44 km ENE of Hinatuan, Philippines"
2023-12-03T08:13:39.243Z,8.6847,126.8286,59.56,4.6,"60 km ESE of Marihatag, Philippines"
2023-12-03T08:12:53.539Z,8.3249,126.6118,69.57,4.4,"26 km NE of Barcelona, Philippines"
2023-12-03T08:10:55.349Z,8.3276,126.6845,68.404,4.4,"33 km NE of Barcelona, Philippines"
2023-12-03T07:54:52.450Z,8.4707,126.9542,51.905,4.9,"66 km ENE of Barcelona, Philippines"
2023-12-03T07:54:05.453Z,8.4532,126.6445,45.081,4.2,"35 km ENE of Hinatuan, Philippines"
2023-12-03T07:44:23.246Z,8.3833,126.6702,53.514,4.7,"35 km NE of Barcelona, Philippines"
2023-12-03T07:11:00.066Z,8.7346,126.8671,50.993,4.8,"63 km E of Marihatag, Philippines"
2023-12-03T07:04:47.178Z,8.6661,126.606,61.633,4.6,"37 km ESE of Marihatag, Philippines"
2023-12-03T07:04:10.610Z,8.4699,127.0292,50.031,4.3,"74 km ENE of Barcelona, Philippines"
2023-12-03T07:01:06.797Z,8.3926,126.5843,67.318,4.3,"27 km E of Hinatuan, Philippines"
2023-12-03T06:55:38.828Z,8.2875,126.7717,54.128,4.5,"39 km ENE of Barcelona, Philippines"
2023-12-03T06:47:15.234Z,8.306,126.4138,85.286,4.0,"8 km E of Tidman, Philippines"
2023-12-03T06:44:43.205Z,8.474,126.749,54.923,4.5,"47 km ENE of Hinatuan, Philippines"
2023-12-03T06:41:50.134Z,8.9456,126.4915,58.758,4.6,"20 km ENE of Aras-asan, Philippines"
2023-12-03T06:37:14.051Z,8.5113,126.7591,57.272,4.5,"49 km ENE of Hinatuan, Philippines"
2023-12-03T06:33:41.975Z,8.7503,127.1624,10.0,4.1,"94 km E of Aras-asan, Philippines"
2023-12-03T06:26:55.990Z,8.2604,126.4771,80.768,4.2,"12 km NNE of Barcelona, Philippines"
2023-12-03T06:18:22.337Z,8.4159,126.6195,73.26,4.7,"31 km E of Hinatuan, Philippines"
2023-12-03T06:10:51.067Z,8.1929,126.6606,85.672,4.5,"25 km E of Barcelona, Philippines"
2023-12-03T06:03:39.228Z,8.4466,126.7081,62.901,4.3,"41 km ENE of Hinatuan, Philippines"
2023-12-03T05:57:24.266Z,8.1323,126.5855,61.802,4.5,"16 km E of Barcelona, Philippines"
2023-12-03T05:50:23.806Z,8.1804,126.646,67.484,4.9,"23 km E of Barcelona, Philippines"
2023-12-03T05:47:53.126Z,8.5965,126.8521,52.994,4.8,"62 km ENE of Hinatuan, Philippines"
2023-12-03T05:43:43.134Z,8.6422,126.6671,63.392,5.4,"44 km ESE of Marihatag, Philippines"
2023-12-03T05:38:11.750Z,8.5032,126.7688,55.478,4.7,"50 km ENE of Hinatuan, Philippines"
2023-12-03T05:27:55.800Z,8.6231,126.9188,54.518,4.9,"70 km ENE of Hinatuan, Philippines"
2023-12-03T05:06:14.733Z,-21.7533,-68.8046,102.912,4.2,"78 km N of Calama, Chile"
2023-12-03T04:59:15.550Z,8.6742,126.4283,46.561,5.1,"20 km SE of Marihatag, Philippines"
2023-12-03T04:54:28.773Z,8.2886,126.5324,67.072,4.5,"17 km NE of Barcelona, Philippines"
2023-12-03T04:41:51.720Z,8.3166,126.7681,45.377,5.2,"40 km ENE of Barcelona, Philippines"
2023-12-03T04:40:35.222Z,8.2518,126.8803,49.078,4.7,"50 km ENE of Barcelona, Philippines"
2023-12-03T04:35:37.470Z,8.4304,126.7859,65.96,4.4,"49 km NE of Barcelona, Philippines"
2023-12-03T04:34:15.990Z,8.4518,126.5958,66.206,4.4,"30 km ENE of Hinatuan, Philippines"
2023-12-03T04:29:54.892Z,7.6241,126.716,10.0,4.4,"18 km ENE of Baganga, Philippines"
2023-12-03T04:24:17.316Z,8.6946,126.4013,64.558,4.6,"16 km SE of Marihatag, Philippines"
2023-12-03T04:20:59.388Z,8.3512,126.8881,47.993,4.3,"54 km ENE of Barcelona, Philippines"
2023-12-03T04:15:50.251Z,7.8995,126.7628,81.374,4.5,"32 km NE of Kinablangan, Philippines"
2023-12-03T04:04:27.258Z,37.0613,-13.1493,10.0,4.2,Azores-Cape St. Vincent Ridge
2023-12-03T03:55:41.926Z,8.3697,126.9227,54.578,4.9,"58 km ENE of Barcelona, Philippines"
2023-12-03T03:47:48.524Z,17.0589,-94.7183,122.219,4.3,"17 km NNW of Santa María Chimalapa, Mexico"
2023-12-03T03:43:39.077Z,8.1042,126.5185,55.34,4.5,"11 km ESE of Barcelona, Philippines"
2023-12-03T03:42:50.690Z,8.0378,126.6351,71.953,4.5,"21 km ENE of Santa Maria, Philippines"
2023-12-03T03:41:59.249Z,8.3995,126.8415,35.0,4.6,"52 km ENE of Barcelona, Philippines"
2023-12-03T03:40:12.759Z,8.0613,126.6821,62.668,4.7,"27 km ENE of Santa Maria, Philippines"
2023-12-03T03:36:24.591Z,8.352,126.8035,65.313,5.2,"45 km ENE of Barcelona, Philippines"
2023-12-03T03:28:17.758Z,8.0774,126.7675,60.367,5.1,"36 km ENE of Santa Maria, Philippines"
2023-12-03T03:24:54.138Z,8.5791,126.625,52.66,4.9,"39 km NE of Hinatuan, Philippines"
2023-12-03T03:23:58.506Z,8.6725,126.2482,10.0,4.4,"6 km SE of Salvacion, Philippines"
2023-12-03T03:18:00.286Z,8.3428,126.2974,59.736,4.4,"3 km NNE of Bigaan, Philippines"
2023-12-03T03:10:18.266Z,8.0051,126.9926,35.0,4.6,"59 km NE of Kinablangan, Philippines"
2023-12-03T03:02:13.180Z,8.3502,126.4984,78.274,4.5,"18 km E of Loyola, Philippines"
2023-12-03T02:58:17.209Z,8.6384,126.6521,48.311,4.5,"43 km ESE of Marihatag, Philippines"
2023-12-03T02:54:28.229Z,-26.5979,-13.4957,10.0,4.6,southern Mid-Atlantic Ridge
2023-12-03T02:53:24.069Z,8.024,126.6335,69.474,4.5,"21 km E of Santa Maria, Philippines"
2023-12-03T02:47:51.875Z,8.4195,126.6322,65.469,4.4,"33 km E of Hinatuan, Philippines"
2023-12-03T02:42:55.650Z,8.3433,126.5249,55.43,4.5,"21 km ENE of Tidman, Philippines"
2023-12-03T02:39:55.888Z,-2.7823,129.3648,10.0,5.2,"72 km NE of Masohi, Indonesia"
2023-12-03T02:36:42.587Z,8.35,126.9319,62.396,4.6,"58 km ENE of Barcelona, Philippines"
2023-12-03T02:35:27.735Z,8.5163,126.3824,75.906,4.4,"15 km E of Gamut, Philippines"
2023-12-03T02:31:59.854Z,8.4889,126.6183,54.355,4.7,"33 km ENE of Hinatuan, Philippines"
2023-12-03T02:21:20.379Z,8.4553,126.7141,59.094,4.5,"42 km ENE of Hinatuan, Philippines"
2023-12-03T02:02:37.910Z,8.5953,126.8367,48.422,5.3,"60 km ENE of Hinatuan, Philippines"
2023-12-03T02:02:00.455Z,8.402,126.646,73.476,4.4,"34 km E of Hinatuan, Philippines"
2023-12-03T01:46:40.668Z,-19.9918,-69.0689,106.78,4.2,"72 km ENE of La Tirana, Chile"
2023-12-03T01:44:23.626Z,-20.5306,-177.8935,553.056,4.2,"278 km WNW of Houma, Tonga"
2023-12-03T01:43:30.421Z,8.3396,126.5379,62.08,4.5,"22 km ENE of Tidman, Philippines"
2023-12-03T01:16:27.297Z,-8.9897,118.7167,107.506,4.3,"55 km SSW of Sape, Indonesia"
2023-12-03T01:16:06.794Z,8.4368,126.9279,56.798,4.7,"62 km ENE of Barcelona, Philippines"
2023-12-03T01:13:41.199Z,23.6171,94.0944,70.037,4.3,"31 km W of Mawlaik, Myanmar"
2023-12-03T01:03:28.202Z,8.4877,126.7633,54.488,4.5,"48 km ENE of Hinatuan, Philippines"
2023-12-03T00:57:26.536Z,20.1703,145.515,10.0,4.1,"Maug Islands region, Northern Mariana Islands"
2023-12-03T00:48:25.369Z,8.399,126.5081,50.345,4.9,"19 km E of Hinatuan, Philippines"
2023-12-03T00:46:19.733Z,8.6753,126.6844,81.464,4.6,"45 km ESE of Marihatag, Philippines"
2023-12-03T00:44:01.199Z,8.5017,126.7354,60.927,4.2,"46 km ENE of Hinatuan, Philippines"
2023-12-03T00:43:03.666Z,8.6212,126.824,56.341,4.2,"60 km ENE of Hinatuan, Philippines"
2023-12-03T00:37:44.347Z,8.0463,126.8438,74.695,4.4,"44 km E of Santa Maria, Philippines"
2023-12-03T00:24:31.136Z,8.4057,126.7293,74.371,4.4,"42 km NE of Barcelona, Philippines"
2023-12-03T00:24:16.867Z,-8.2591,119.8114,189.204,4.5,"27 km NNW of Labuan Bajo, Indonesia"
2023-12-03T00:21:10.441Z,0.7854,125.2752,75.945,4.2,"70 km SE of Tondano, Indonesia"
